"round","topic","indicator","full_indicator","demographic_variable","demographic_variable_label","estimate","confidence_interval"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Race and Hispanic origin","Hispanic","42.7","38.9, 46.5"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Race and Hispanic origin","Black or African American, non-Hispanic","26.2","22.3, 30.5"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Race and Hispanic origin","White, non-Hispanic","35.7","34, 37.3"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Race and Hispanic origin","Other single or multiple races, non-Hispanic","30.9","25.9, 36.2"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Education","High school degree or GED or less","40","37.4, 42.6"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Education","Some college","38.2","35.7, 40.8"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Education","Bachelors degree or higher","27.7","25.8, 29.8"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Family income","Less than 100% FPL","41.3","37, 45.7"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Family income","100% to less than 200% FPL","36.4","33, 40"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Family income","200% and greater FPL","33.8","32.3, 35.4"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Region","Northeast","32","28.7, 35.4"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Region","Midwest","37.5","34.6, 40.4"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Region","South","35.8","33.6, 38"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Region","West","34.9","32.1, 37.7"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Urbanicity","Large central metro","32.1","29.6, 34.7"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Urbanicity","Large fringe metro","34.8","32.1, 37.5"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Urbanicity","Medium and small metro","35.1","32.7, 37.6"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Urbanicity","Nonmetropolitan","43.3","39.5, 47.1"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Total","Total","54.7","53.2, 56.2"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Age group","18-44 years","53","50.6, 55.5"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Age group","45-64 years","55.3","52.9, 57.7"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Age group","65 years and older","57.4","54.9, 59.9"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Gender","Male","54.2","52, 56.4"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Gender","Female","55.2","53.2, 57.1"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Race and Hispanic origin","Hispanic","71.9","68.4, 75.3"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Race and Hispanic origin","Black or African American, non-Hispanic","63.1","58.8, 67.3"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Race and Hispanic origin","White, non-Hispanic","48.2","46.5, 49.9"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Race and Hispanic origin","Other single or multiple races, non-Hispanic","53.4","47.9, 58.8"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Education","High school degree or GED or less","72.8","70.4, 75.1"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Education","Some college","54.1","51.5, 56.7"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Education","Bachelors degree or higher","35.3","33.2, 37.5"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Family income","Less than 100% FPL","73.4","69.4, 77.1"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Family income","100% to less than 200% FPL","71.4","68.2, 74.5"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Family income","200% and greater FPL","47","45.3, 48.8"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Region","Northeast","52.5","48.7, 56.3"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Region","Midwest","50.3","47.2, 53.4"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Region","South","60.5","58.2, 62.8"
"2","Swimming","Learning to swim: Never taken a swim lesson","Percentage of adults who have never taken a swim lesson","Region","West","50.7","47.8, 53.7"
