"yearstart","yearend","locationabbr","locationdesc","datasource","topic","question","response","datavalueunit","datavaluetype","datavalue","datavaluealt","datavaluefootnotesymbol","datavaluefootnote","lowconfidencelimit","highconfidencelimit","stratificationcategory1","stratification1","stratificationcategory2","stratification2","stratificationcategory3","stratification3","geolocation","locationid","topicid","questionid","responseid","datavaluetypeid","stratificationcategoryid1","stratificationid1","stratificationcategoryid2","stratificationid2","stratificationcategoryid3","stratificationid3"
"2023","2023","ID","Idaho","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-114.36373 43.682630005000476)","16","ALC","ALC06",,"CRDPREV","RACE","BLK",,,,
"2021","2021","CT","Connecticut","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-72.64984095 41.56266102000046)","09","ALC","ALC07",,"CRDPREV","RACE","AIAN",,,,
"2021","2021","WY","Wyoming","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-108.1098304 43.23554134300048)","56","ALC","ALC05",,"CRD75TH","RACE","AIAN",,,,
"2021","2021","GA","Georgia","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-83.62758035 32.83968109300048)","13","ALC","ALC09",,"CRDRATE","RACE","HAPI",,,,
"2023","2023","CT","Connecticut","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","14.8","14.8",,,"13.7","16.0","Overall","Overall",,,,,"POINT (-72.64984095 41.56266102000046)","09","ALC","ALC06",,"CRDPREV","OVERALL","OVR",,,,
"2023","2023","SD","South Dakota","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","9.2","9.2",,,"7.8","9.8","Age","Age 18-44",,,,,"POINT (-100.3735306 44.353130053000484)","46","ALC","ALC05",,"CRD75TH","AGE","AGE1844",,,,
"2019","2019","NE","Nebraska","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","14.3","14.3",,,"10.1","19.8","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-99.36572062 41.64104099)","31","ALC","ALC06",,"AGEADJPREV","RACE","BLK",,,,
"2023","2023","OR","Oregon","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-120.1550313 44.56744942400047)","41","ALC","ALC07",,"CRDPREV","RACE","WHT",,,,
"2023","2023","MA","Massachusetts","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","21.8","21.8",,,"20.0","23.7","Sex","Male",,,,,"POINT (-72.08269067 42.27687047000046)","25","ALC","ALC06",,"CRDPREV","SEX","SEXM",,,,
"2023","2023","PR","Puerto Rico","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","7.0","7.0",,,"6.0","8.3","Sex","Female",,,,,"POINT (-66.590149 18.220833)","72","ALC","ALC06",,"CRDPREV","SEX","SEXF",,,,
"2019","2019","IL","Illinois","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","8.5","8.5",,,"6.0","12.1","Grade","Grade 10",,,,,"POINT (-88.99771018 40.48501028300046)","17","ALC","ALC07",,"CRDPREV","GRADE","GRD10",,,,
"2023","2023","KS","Kansas","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-98.20078123 38.34774030000045)","20","ALC","ALC06",,"AGEADJPREV","RACE","ASN",,,,
"2023","2023","CA","California","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","25.5","25.5",,,"17.2","35.9","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-120.9999995 37.63864012300047)","06","ALC","ALC06",,"AGEADJPREV","RACE","AIAN",,,,
"2022","2022","IN","Indiana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","11.9","11.9",,,"10.7","13.2","Sex","Female",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC06",,"AGEADJPREV","SEX","SEXF",,,,
"2022","2022","HI","Hawaii","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate","11.4","11.4",,,"8.2","15.5","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-157.8577494 21.304850435000446)","15","ALC","ALC09",,"AGEADJRATE","RACE","WHT",,,,
"2021","2021","NY","New York","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","14.9","14.9",,,"14.2","15.6","Overall","Overall",,,,,"POINT (-75.54397043 42.82700103200045)","36","ALC","ALC06",,"CRDPREV","OVERALL","OVR",,,,
"2020","2020","SD","South Dakota","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","7.0","7.0",,,"5.8","7.6","Sex","Female",,,,,"POINT (-100.3735306 44.353130053000484)","46","ALC","ALC05",,"CRD75TH","SEX","SEXF",,,,
"2020","2020","TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-85.77449091 35.68094058000048)","47","ALC","ALC06",,"AGEADJPREV","RACE","AIAN",,,,
"2021","2021","TX","Texas","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","16.9","16.9",,,"15.6","18.3","Overall","Overall",,,,,"POINT (-99.42677021 31.827240407000488)","48","ALC","ALC06",,"AGEADJPREV","OVERALL","OVR",,,,
"2019","2019","MD","Maryland","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","19.9","19.9",,,"18.2","21.6","Age","Age 18-44",,,,,"POINT (-76.60926011 39.29058096400047)","24","ALC","ALC06",,"CRDPREV","AGE","AGE1844",,,,
"2021","2021","DC","District of Columbia","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","4.9","4.9",,,"4.2","5.8","Grade","Grade 10",,,,,"POINT (-77.036871 38.907192)","11","ALC","ALC07",,"CRDPREV","GRADE","GRD10",,,,
"2021","2021","VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","26.9","26.9",,,"23.9","30.2","Age","Age 18-44",,,,,"POINT (-72.51764079 43.62538123900049)","50","ALC","ALC06",,"CRDPREV","AGE","AGE1844",,,,
"2020","2020","VI","Virgin Islands","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"*","No data available",,,"Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-64.896335 18.335765)","78","ALC","ALC05",,"CRDMEDN","RACE","WHT",,,,
"2023","2023","TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","11.6","11.6",,,"9.7","13.8","Age","Age 45-64",,,,,"POINT (-85.77449091 35.68094058000048)","47","ALC","ALC06",,"CRDPREV","AGE","AGE4564",,,,
"2020","2020","NJ","New Jersey","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","11.7","11.7",,,"10.6","12.9","Sex","Female",,,,,"POINT (-74.27369129 40.13057004800049)","34","ALC","ALC06",,"CRDPREV","SEX","SEXF",,,,
"2023","2023","CT","Connecticut","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","9.3","9.3",,,"6.6","13.0","Grade","Grade 10",,,,,"POINT (-72.64984095 41.56266102000046)","09","ALC","ALC07",,"CRDPREV","GRADE","GRD10",,,,
"2021","2021","NH","New Hampshire","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","14.2","14.2",,,"12.9","15.7","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-71.50036092 43.65595011300047)","33","ALC","ALC06",,"CRDPREV","RACE","WHT",,,,
"2020","2020","DE","Delaware","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","11.0","11.0",,,"8.0","15.1","Race/Ethnicity","Hispanic",,,,,"POINT (-75.57774117 39.008830667000495)","10","ALC","ALC06",,"AGEADJPREV","RACE","HIS",,,,
"2022","2022","AL","Alabama","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","99.0","99.0",,,,,"Age","Age 0-44",,,,,"POINT (-86.63186076 32.84057112200048)","01","ALC","ALC09",,"NMBR","AGE","AGE0_44",,,,
"2021","2021","OK","Oklahoma","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-97.52107021 35.47203135600046)","40","ALC","ALC05",,"CRD75TH","RACE","BLK",,,,
"2020","2020","US","United States","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","9.1","9.1",,,"7.9","10.5","Race/Ethnicity","Asian, non-Hispanic",,,,,,"59","ALC","ALC06",,"CRDPREV","RACE","ASN",,,,
"2021","2021","NV","Nevada","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","13.6","13.6",,,"11.7","15.7","Overall","Overall",,,,,"POINT (-117.0718406 39.493240390000494)","32","ALC","ALC06",,"AGEADJPREV","OVERALL","OVR",,,,
"2023","2023","RI","Rhode Island","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","16.8","16.8",,,"14.5","19.4","Age","Age 45-64",,,,,"POINT (-71.52247031 41.70828019300046)","44","ALC","ALC06",,"CRDPREV","AGE","AGE4564",,,,
"2022","2022","LA","Louisiana","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","346.0","346.0",,,,,"Age","Age 45-64",,,,,"POINT (-92.44568007 31.31266064400046)","22","ALC","ALC09",,"NMBR","AGE","AGE4564",,,,
"2021","2021","MT","Montana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","15.4","15.4",,,"13.7","17.2","Sex","Female",,,,,"POINT (-109.4244206 47.06652897200047)","30","ALC","ALC06",,"CRDPREV","SEX","SEXF",,,,
"2022","2022","OH","Ohio","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","5.8","5.8",,,"5.6","5.9","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-82.40426006 40.06021014100048)","39","ALC","ALC05",,"CRDMEDN","RACE","WHT",,,,
"2019","2019","OH","Ohio","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","14.7","14.7",,,"8.8","23.5","Race/Ethnicity","Hispanic",,,,,"POINT (-82.40426006 40.06021014100048)","39","ALC","ALC07",,"CRDPREV","RACE","HIS",,,,
"2021","2021","NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","15.3","15.3",,,"14.1","16.6","Overall","Overall",,,,,"POINT (-79.15925046 35.466220975000454)","37","ALC","ALC06",,"CRDPREV","OVERALL","OVR",,,,
"2022","2022","IN","Indiana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","16.6","16.6",,,"15.4","17.9","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC06",,"AGEADJPREV","RACE","WHT",,,,
"2021","2021","WI","Wisconsin","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Grade","Grade 10",,,,,"POINT (-89.81637074 44.39319117400049)","55","ALC","ALC07",,"CRDPREV","GRADE","GRD10",,,,
"2021","2021","KS","Kansas","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","17.9","17.9",,,"16.1","19.7","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-98.20078123 38.34774030000045)","20","ALC","ALC09",,"CRDRATE","RACE","WHT",,,,
"2020","2020","KY","Kentucky","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-84.77497105 37.645970271000465)","21","ALC","ALC09",,"CRDRATE","RACE","HIS",,,,
"2020","2020","AK","Alaska","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","167.0","167.0",,,,,"Overall","Overall",,,,,"POINT (-147.722059 64.84507995700051)","02","ALC","ALC09",,"NMBR","OVERALL","OVR",,,,
"2019","2019","MA","Massachusetts","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","15.4","15.4",,,"14.0","17.0","Sex","Female",,,,,"POINT (-72.08269067 42.27687047000046)","25","ALC","ALC06",,"CRDPREV","SEX","SEXF",,,,
"2023","2023","OH","Ohio","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-82.40426006 40.06021014100048)","39","ALC","ALC06",,"AGEADJPREV","RACE","ASN",,,,
"2021","2021","CA","California","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-120.9999995 37.63864012300047)","06","ALC","ALC07",,"CRDPREV","RACE","HAPI",,,,
"2020","2020","OH","Ohio","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-82.40426006 40.06021014100048)","39","ALC","ALC05",,"CRDMEDN","RACE","HIS",,,,
"2019","2019","IN","Indiana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","16.4","16.4",,,"9.5","27.0","Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC06",,"AGEADJPREV","RACE","MRC",,,,
"2023","2023","VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-72.51764079 43.62538123900049)","50","ALC","ALC06",,"AGEADJPREV","RACE","BLK",,,,
"2023","2023","NV","Nevada","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","5.0","5.0",,,"3.2","7.8","Sex","Male",,,,,"POINT (-117.0718406 39.493240390000494)","32","ALC","ALC07",,"CRDPREV","SEX","SEXM",,,,
"2022","2022","AL","Alabama","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate","11.2","11.2",,,"10.0","12.4","Sex","Female",,,,,"POINT (-86.63186076 32.84057112200048)","01","ALC","ALC09",,"AGEADJRATE","SEX","SEXF",,,,
"2022","2022","AK","Alaska","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","25.2","25.2",,,"21.6","28.9","Overall","Overall",,,,,"POINT (-147.722059 64.84507995700051)","02","ALC","ALC09",,"CRDRATE","OVERALL","OVR",,,,
"2023","2023","MO","Missouri","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","0.0","0.0",,,"0.0","0.0","Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-92.56630005 38.635790776000476)","29","ALC","ALC07",,"CRDPREV","RACE","ASN",,,,
"2019","2019","MO","Missouri","AEDS","Alcohol","Per capita alcohol consumption among people aged 14 years and older",,"gallons","Per capita alcohol consumption gallons","2.6","2.6",,,,,"Overall","Overall",,,,,"POINT (-92.56630005 38.635790776000476)","29","ALC","ALC08",,"PERCAPALC","OVERALL","OVR",,,,
"2022","2022","NV","Nevada","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","17.6","17.6",,,"15.6","19.7","Overall","Overall",,,,,"POINT (-117.0718406 39.493240390000494)","32","ALC","ALC06",,"CRDPREV","OVERALL","OVR",,,,
"2022","2022","LA","Louisiana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","21.4","21.4",,,"15.8","28.3","Race/Ethnicity","Hispanic",,,,,"POINT (-92.44568007 31.31266064400046)","22","ALC","ALC06",,"AGEADJPREV","RACE","HIS",,,,
"2021","2021","DC","District of Columbia","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","28.5","28.5",,,"25.3","31.9","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-77.036871 38.907192)","11","ALC","ALC06",,"AGEADJPREV","RACE","WHT",,,,
"2019","2019","OH","Ohio","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","14.0","14.0",,,"8.6","22.0","Grade","Grade 11",,,,,"POINT (-82.40426006 40.06021014100048)","39","ALC","ALC07",,"CRDPREV","GRADE","GRD11",,,,
"2023","2023","WY","Wyoming","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-108.1098304 43.23554134300048)","56","ALC","ALC05",,"CRD75TH","RACE","AIAN",,,,
"2021","2021","CT","Connecticut","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","179.0","179.0",,,,,"Age","Age >=65",,,,,"POINT (-72.64984095 41.56266102000046)","09","ALC","ALC09",,"NMBR","AGE","AGE65P",,,,
"2021","2021","LA","Louisiana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","21.5","21.5",,,"19.1","24.0","Sex","Male",,,,,"POINT (-92.44568007 31.31266064400046)","22","ALC","ALC06",,"CRDPREV","SEX","SEXM",,,,
"2020","2020","ND","North Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","5.7","5.7",,,"4.5","7.2","Age","Age >=65",,,,,"POINT (-100.118421 47.47531977900047)","38","ALC","ALC06",,"CRDPREV","AGE","AGE65P",,,,
"2019","2019","HI","Hawaii","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","20.1","20.1",,,"17.8","22.5","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-157.8577494 21.304850435000446)","15","ALC","ALC06",,"CRDPREV","RACE","WHT",,,,
"2023","2023","VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-72.51764079 43.62538123900049)","50","ALC","ALC06",,"CRDPREV","RACE","MRC",,,,
"2019","2019","NE","Nebraska","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-99.36572062 41.64104099)","31","ALC","ALC07",,"CRDPREV","RACE","HAPI",,,,
"2019","2019","AK","Alaska","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","28.4","28.4",,,"18.5","41.6","Age","Age >=65",,,,,"POINT (-147.722059 64.84507995700051)","02","ALC","ALC09",,"CRDRATE","AGE","AGE65P",,,,
